,endTime,year,month,day,hour,artist,album,track,genres,minutesPlayed,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
284,2021-03-23 14:29:00,2021,3,23,14,Bloc Party,Hymns,The Love Within,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",4.63,6W2pKczERVXUa2v8oGlDTG,0.651,0.464,2,-9.367,1,0.0318,0.00318,0.00921,0.123,0.204,130.006
285,2021-05-04 14:16:00,2021,5,4,14,Bloc Party,Hymns,The Love Within,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",0.43,6W2pKczERVXUa2v8oGlDTG,0.651,0.464,2,-9.367,1,0.0318,0.00318,0.00921,0.123,0.204,130.006
286,2021-06-01 13:48:00,2021,6,1,13,Bloc Party,Hymns,The Love Within,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",4.63,6W2pKczERVXUa2v8oGlDTG,0.651,0.464,2,-9.367,1,0.0318,0.00318,0.00921,0.123,0.204,130.006
287,2021-06-01 14:51:00,2021,6,1,14,Bloc Party,Hymns,The Love Within,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",0.11,6W2pKczERVXUa2v8oGlDTG,0.651,0.464,2,-9.367,1,0.0318,0.00318,0.00921,0.123,0.204,130.006
288,2021-06-24 18:25:00,2021,6,24,18,Bloc Party,Hymns,The Love Within,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",4.63,6W2pKczERVXUa2v8oGlDTG,0.651,0.464,2,-9.367,1,0.0318,0.00318,0.00921,0.123,0.204,130.006
289,2020-11-27 19:24:00,2020,11,27,19,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",4.24,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
290,2021-03-07 15:25:00,2021,3,7,15,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",0.09,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
291,2021-04-24 14:14:00,2021,4,24,14,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",4.24,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
292,2021-05-01 17:07:00,2021,5,1,17,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",0.67,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
293,2021-05-03 14:42:00,2021,5,3,14,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",4.24,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
294,2021-05-15 18:49:00,2021,5,15,18,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",0.03,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
295,2021-08-16 12:24:00,2021,8,16,12,Black Grape,It's Great When You're Straight ... Yeah,Shake Your Money,"['britpop', 'madchester']",0.04,6RhjZNsWlOLeWoQvSTeoPE,0.623,0.832,5,-7.158,0,0.0786,0.00436,0.0,0.0879,0.733,143.924
296,2020-11-27 19:34:00,2020,11,27,19,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",0.06,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
297,2021-02-26 22:11:00,2021,2,26,22,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",3.78,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
298,2021-04-04 00:00:00,2021,4,4,0,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",0.23,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
299,2021-05-07 17:40:00,2021,5,7,17,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",0.08,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
300,2021-05-10 22:39:00,2021,5,10,22,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",0.03,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
301,2021-05-15 18:52:00,2021,5,15,18,alt-J,An Awesome Wave,Breezeblocks,"['indie rock', 'modern rock']",0.01,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
302,2020-11-27 19:38:00,2020,11,27,19,Husbands,Dream / Overseas,Dream,"['french indie pop', 'french indietronica', 'queercore']",3.63,3Txe8uB20MQ7psuOoCbAW7,0.685,0.437,8,-8.541,1,0.0266,0.428,0.202,0.0719,0.757,113.029
303,2021-01-12 14:44:00,2021,1,12,14,Husbands,Dream / Overseas,Dream,"['french indie pop', 'french indietronica', 'queercore']",3.63,3Txe8uB20MQ7psuOoCbAW7,0.685,0.437,8,-8.541,1,0.0266,0.428,0.202,0.0719,0.757,113.029
304,2021-05-01 17:11:00,2021,5,1,17,Husbands,Dream / Overseas,Dream,"['french indie pop', 'french indietronica', 'queercore']",0.06,3Txe8uB20MQ7psuOoCbAW7,0.685,0.437,8,-8.541,1,0.0266,0.428,0.202,0.0719,0.757,113.029
305,2021-07-29 14:50:00,2021,7,29,14,Husbands,Dream / Overseas,Dream,"['french indie pop', 'french indietronica', 'queercore']",3.63,3Txe8uB20MQ7psuOoCbAW7,0.685,0.437,8,-8.541,1,0.0266,0.428,0.202,0.0719,0.757,113.029
306,2021-08-09 20:47:00,2021,8,9,20,Husbands,Dream / Overseas,Dream,"['french indie pop', 'french indietronica', 'queercore']",0.05,3Txe8uB20MQ7psuOoCbAW7,0.685,0.437,8,-8.541,1,0.0266,0.428,0.202,0.0719,0.757,113.029
307,2020-11-27 19:40:00,2020,11,27,19,Edoardo Bennato,Un'estate italiana - Giorgio Moroder Remix 2014,Un'estate italiana - Original Single Version 1990,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",1.94,5GsqthjujFTYl36m2q2QiZ,0.512,0.734,7,-3.659,1,0.0404,0.177,0.0,0.49,0.398,117.74
308,2020-11-27 19:42:00,2020,11,27,19,Edoardo Bennato,Un'estate italiana - Giorgio Moroder Remix 2014,Un'estate italiana - Original Single Version 1990,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",2.27,5GsqthjujFTYl36m2q2QiZ,0.512,0.734,7,-3.659,1,0.0404,0.177,0.0,0.49,0.398,117.74
309,2020-11-27 19:58:00,2020,11,27,19,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",3.05,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
310,2020-12-24 00:13:00,2020,12,24,0,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",0.34,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
311,2021-03-30 16:53:00,2021,3,30,16,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",4.48,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
312,2021-05-23 13:42:00,2021,5,23,13,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",4.48,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
313,2021-08-14 00:08:00,2021,8,14,0,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",0.06,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
314,2021-08-16 12:07:00,2021,8,16,12,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",0.08,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
315,2021-09-15 17:17:00,2021,9,15,17,Disclosure,Settle,F For You,"['house', 'pop', 'uk dance']",0.06,30aVFx8u8eYjy0P6flmPYp,0.756,0.821,3,-7.464,0,0.071,0.00733,0.0269,0.107,0.242,124.022
316,2020-11-29 19:26:00,2020,11,29,19,Michael Bublé,Christmas,White Christmas (with Shania Twain),"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",3.6,2gbCG4Rt9984UZ7Tc0dIFd,0.628,0.484,10,-7.588,1,0.0319,0.469,1.23e-05,0.126,0.642,63.476
317,2020-12-01 20:15:00,2020,12,1,20,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",4.21,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
318,2021-04-10 21:38:00,2021,4,10,21,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",0.07,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
319,2021-04-30 21:47:00,2021,4,30,21,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",0.06,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
320,2021-08-09 22:06:00,2021,8,9,22,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",4.21,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
321,2021-08-13 16:17:00,2021,8,13,16,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",0.02,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
322,2021-08-16 13:30:00,2021,8,16,13,Declan McKenna,Brazil,Brazil,"['indie pop', 'modern rock', 'rock']",0.03,5ftdTvmQjjsL23t7jxADfI,0.689,0.617,4,-5.196,1,0.029,0.0918,2.08e-05,0.0816,0.682,121.062
323,2020-12-01 20:56:00,2020,12,1,20,Bright Eyes,"I'm Wide Awake, It's Morning",First Day Of My Life,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",0.08,5OiaAaIMYlCZONyDBxqk4G,0.602,0.201,4,-17.024,1,0.0363,0.915,8.28e-05,0.0952,0.385,95.345
324,2020-12-02 14:17:00,2020,12,2,14,Bright Eyes,"I'm Wide Awake, It's Morning",First Day Of My Life,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",3.07,5OiaAaIMYlCZONyDBxqk4G,0.602,0.201,4,-17.024,1,0.0363,0.915,8.28e-05,0.0952,0.385,95.345
325,2021-05-09 12:26:00,2021,5,9,12,Bright Eyes,"I'm Wide Awake, It's Morning",First Day Of My Life,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",0.01,5OiaAaIMYlCZONyDBxqk4G,0.602,0.201,4,-17.024,1,0.0363,0.915,8.28e-05,0.0952,0.385,95.345
326,2020-12-02 17:01:00,2020,12,2,17,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
327,2020-12-07 19:40:00,2020,12,7,19,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
328,2021-02-04 21:13:00,2021,2,4,21,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
329,2021-02-04 22:28:00,2021,2,4,22,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
330,2021-02-10 16:42:00,2021,2,10,16,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
331,2021-02-12 16:05:00,2021,2,12,16,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
332,2021-02-12 21:02:00,2021,2,12,21,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",0.48,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
333,2021-03-07 16:35:00,2021,3,7,16,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
334,2021-03-29 17:19:00,2021,3,29,17,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
335,2021-03-29 20:29:00,2021,3,29,20,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
336,2021-04-07 19:34:00,2021,4,7,19,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
337,2021-05-09 11:09:00,2021,5,9,11,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
338,2021-05-09 18:14:00,2021,5,9,18,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",0.07,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
339,2021-05-26 12:47:00,2021,5,26,12,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",0.09,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
340,2021-05-26 15:31:00,2021,5,26,15,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.63,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
341,2021-07-15 19:34:00,2021,7,15,19,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
342,2021-08-18 22:39:00,2021,8,18,22,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
343,2021-09-10 15:10:00,2021,9,10,15,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
344,2021-09-10 21:43:00,2021,9,10,21,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
345,2021-10-23 08:55:00,2021,10,23,8,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
346,2021-10-26 14:28:00,2021,10,26,14,Face To Face,Face to Face (Remastered),Blind,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",2.72,2ci2QBpQ7ded67RlxL1Spu,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612
347,2020-12-03 15:39:00,2020,12,3,15,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.1,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
348,2020-12-03 15:40:00,2020,12,3,15,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",0.83,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
349,2020-12-09 13:36:00,2020,12,9,13,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
350,2020-12-17 14:50:00,2020,12,17,14,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
351,2020-12-17 18:58:00,2020,12,17,18,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
352,2020-12-17 19:46:00,2020,12,17,19,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.92,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
353,2020-12-21 13:26:00,2020,12,21,13,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.92,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
354,2021-02-04 00:25:00,2021,2,4,0,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
355,2021-02-09 15:48:00,2021,2,9,15,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",0.75,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
356,2021-02-11 00:03:00,2021,2,11,0,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",1.49,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
357,2021-02-19 15:01:00,2021,2,19,15,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
358,2021-02-19 16:26:00,2021,2,19,16,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.18,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
359,2021-03-19 18:05:00,2021,3,19,18,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
360,2021-04-10 21:52:00,2021,4,10,21,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
361,2021-09-19 10:09:00,2021,9,19,10,NoMBe,They Might've Even Loved Me,Milk & Coffee,"['electropop', 'indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",3.93,6vWaOUGVNbe7wx6X3EddAF,0.561,0.805,7,-4.672,1,0.0315,0.00103,4.78e-06,0.488,0.727,90.999
362,2020-12-03 19:46:00,2020,12,3,19,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
363,2021-01-09 17:47:00,2021,1,9,17,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
364,2021-02-04 00:14:00,2021,2,4,0,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
365,2021-02-05 00:08:00,2021,2,5,0,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
366,2021-04-19 16:47:00,2021,4,19,16,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],0.29,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
367,2021-04-19 20:37:00,2021,4,19,20,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.58,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
368,2021-05-27 23:40:00,2021,5,27,23,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
369,2021-05-28 20:56:00,2021,5,28,20,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
370,2021-06-03 20:29:00,2021,6,3,20,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
371,2021-06-13 11:47:00,2021,6,13,11,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],3.62,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
372,2021-08-16 13:28:00,2021,8,16,13,I Can Make A Mess,Gold Rush,Had to Be There,['acoustic rock'],0.05,0r1HPNCvRnbeqZV679HahC,0.804,0.66,2,-8.262,1,0.0376,0.626,6.53e-06,0.128,0.88,99.973
373,2020-12-14 18:35:00,2020,12,14,18,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",3.61,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
374,2021-04-24 14:44:00,2021,4,24,14,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",0.02,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
375,2021-05-07 17:51:00,2021,5,7,17,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",0.04,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
376,2021-05-09 16:12:00,2021,5,9,16,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",0.03,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
377,2021-06-07 22:51:00,2021,6,7,22,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",3.61,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
378,2021-07-28 14:42:00,2021,7,28,14,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",3.61,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
379,2021-08-16 12:38:00,2021,8,16,12,Porno for Pyros,Porno For Pyros,Pets,"['alternative rock', 'funk metal', 'rock']",0.04,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879
